claim_id,policy_id,loss_date,report_date,loss_hour,paid_amount,claimant_phone,repair_shop,days_since_inception,true_label
CLM50840,POL105605,2025-12-17,2025-12-18,20,5676.39,555-2494,Union Collision,416,honest
CLM50841,POL105616,2025-08-25,2025-08-25,19,2948.09,555-7000,Summit Collision,124,honest
CLM50842,POL105634,2024-12-21,2024-12-24,22,3267.58,555-8091,Bergen Collision,4,honest
CLM50843,POL105639,2025-06-19,2025-06-20,20,17736.21,555-3850,Union Collision,3,honest
CLM50844,POL105641,2025-09-27,2025-09-27,9,10364.15,555-9087,Maple Collision,146,honest
CLM50845,POL105647,2025-03-24,2025-03-28,6,3136.05,555-2333,Fulton Collision,5,honest
CLM50846,POL105665,2025-05-10,2025-05-15,15,6261.56,555-5837,Pioneer Collision,28,honest
CLM50847,POL105667,2025-08-19,2025-08-19,12,5632.89,555-8742,Sunrise Collision,86,honest
CLM50848,POL105680,2025-04-19,2025-04-19,12,11591.37,555-7747,Bergen Collision,5,honest
CLM50849,POL105691,2025-05-15,2025-05-16,20,6497.5,555-7193,Harbor Collision,43,honest
CLM50850,POL105701,2025-06-21,2025-06-26,11,6322.45,555-6111,Union Collision,137,honest
CLM50851,POL105702,2025-01-03,2025-01-06,15,11066.87,555-7095,Pioneer Collision,60,honest
CLM50852,POL105706,2024-07-17,2024-07-19,22,2858.84,555-8415,Astor Collision,157,honest
CLM50853,POL105707,2025-06-28,2025-06-29,16,3818.25,555-8218,Pioneer Collision,361,honest
CLM50854,POL105710,2024-11-06,2024-11-08,9,4685.4,555-5237,Grand Collision,192,honest
CLM50855,POL105715,2025-07-24,2025-07-26,11,18922.94,555-4760,Fulton Collision,246,honest
CLM50856,POL105723,2025-05-05,2025-05-06,8,1670.66,555-8311,Fulton Collision,319,honest
CLM50857,POL105727,2025-08-24,2025-08-24,16,5574.33,555-9923,Astor Collision,180,honest
CLM50858,POL105732,2025-08-19,2025-08-22,13,9279.12,555-8331,Astor Collision,176,inflated
CLM50859,POL105735,2024-12-25,2024-12-28,19,1611.42,555-5807,Harbor Collision,30,honest
CLM50860,POL105736,2025-11-18,2025-11-21,10,5328.37,555-5297,Bergen Collision,281,honest
CLM50861,POL105743,2025-12-15,2025-12-18,14,3792.72,555-6961,Pioneer Collision,307,honest
CLM50862,POL105748,2024-09-10,2024-09-13,8,4127.41,555-9418,Fulton Collision,28,honest
CLM50863,POL105749,2025-02-20,2025-02-23,10,6929.72,555-6940,Union Collision,277,honest
CLM50864,POL105751,2025-06-19,2025-06-19,22,3454.44,555-8782,Astor Collision,280,honest
CLM50865,POL105761,2024-11-15,2024-11-16,12,11958.55,555-6686,Pioneer Collision,124,honest
CLM50866,POL105770,2024-07-22,2024-07-23,8,14098.38,555-6290,Union Collision,122,honest
CLM50867,POL105776,2025-03-10,2025-03-13,22,5146.12,555-3850,Bergen Collision,168,honest
CLM50868,POL105797,2025-11-23,2025-11-27,20,3330.44,555-2607,Fulton Collision,215,honest
CLM50869,POL105799,2025-08-05,2025-08-07,8,10949.54,555-8047,Summit Collision,472,honest
CLM50870,POL105802,2025-12-02,2025-12-02,8,15448.33,555-9881,Maple Collision,178,honest
CLM50871,POL105808,2025-07-26,2025-07-26,6,1856.68,555-3481,Bergen Collision,183,honest
CLM50872,POL105814,2025-08-12,2025-08-17,21,15452.35,555-2822,Summit Collision,379,inflated
CLM50873,POL105833,2024-03-04,2024-03-05,12,12561.53,555-7555,Summit Collision,33,honest
CLM50874,POL105841,2025-06-13,2025-06-13,19,3881.5,555-3461,Harbor Collision,173,honest
CLM50875,POL105845,2025-10-08,2025-10-09,9,5890.62,555-3827,Sunrise Collision,402,inflated
CLM50876,POL105856,2025-03-23,2025-03-26,6,3927.62,555-4335,Harbor Collision,371,honest
CLM50877,POL105857,2025-02-23,2025-02-25,19,1186.98,555-9636,Sunrise Collision,168,honest
CLM50878,POL105861,2025-10-29,2025-11-03,12,1019.4,555-2891,Pioneer Collision,566,honest
CLM50879,POL105871,2025-02-18,2025-02-21,17,5397.61,555-3518,Sunrise Collision,35,honest
CLM50880,POL105883,2024-05-20,2024-05-23,20,5209.13,555-5873,Sunrise Collision,77,honest
CLM50881,POL105885,2025-08-09,2025-08-12,12,4502.35,555-5423,Harbor Collision,251,honest
CLM50882,POL105889,2024-07-25,2024-07-30,14,4637.78,555-6367,Astor Collision,23,honest
CLM50883,POL105894,2024-09-01,2024-09-06,19,1035.42,555-4894,Union Collision,239,honest
CLM50884,POL105896,2025-09-22,2025-09-25,11,5938.83,555-7761,Bergen Collision,140,honest
CLM50885,POL105906,2025-05-05,2025-05-08,18,6725.68,555-3809,Summit Collision,64,honest
CLM50886,POL105913,2025-05-29,2025-05-29,7,1192.63,555-8412,Sunrise Collision,67,honest
CLM50887,POL105914,2024-07-04,2024-07-04,9,2125.7,555-4962,Fulton Collision,70,honest
CLM50888,POL105915,2025-04-17,2025-04-18,21,24725.45,555-2876,Harbor Collision,79,inflated
CLM50889,POL105917,2025-07-19,2025-07-19,22,3020.66,555-5209,Pioneer Collision,114,honest
CLM50890,POL105920,2025-08-13,2025-08-14,17,1476.55,555-5277,Union Collision,172,honest
CLM50891,POL105925,2024-03-29,2024-03-30,1,10276.96,555-0104,Shop E Auto Body,27,ring
CLM50892,POL105954,2025-08-26,2025-08-29,6,1784.66,555-2705,Harbor Collision,103,honest
CLM50893,POL105967,2025-06-10,2025-06-10,18,16846.53,555-8296,Pioneer Collision,87,honest
CLM50894,POL105968,2025-05-30,2025-05-30,7,1483.86,555-8561,Summit Collision,5,honest
CLM50895,POL105985,2025-09-28,2025-09-30,12,28118.19,555-2150,Harbor Collision,340,honest
CLM50896,POL105991,2025-08-12,2025-08-14,18,8291.22,555-5768,Fulton Collision,290,honest
CLM50897,POL105996,2025-12-06,2025-12-09,9,17899.01,555-6822,Fulton Collision,515,honest
